Item Name,MRP,Purchase Rate,Quantity,Expiry Date,Batch Number,Discount %,Discount Value,GST %,GST Value,Amount,Billing Date
ZITHROX 500 TAB,119.5,85.36,5,10-05-2024,KZB21024A,4,17.07,12,409.73,458.89,12-Nov-21
GEMINOR 1MG TAB 10 SBW,40.26,28.76,4,10-05-2023,FGE2102A,4,4.6,12,110.44,123.7,12-Nov-21
ROSUVAS-40 TAB 10 SA,560,400,1,10-06-2023,SIC0269A,4,16,12,384,430.08,12-Nov-21
VALPARIN CHRONO 500 10 S,108.86,77.76,1,10-05-2024,1NG037,4,3.11,12,74.65,83.61,12-Nov-21
ALLEGRA 120MG TAB 10 S,198.93,142.1,2,10-07-2023,ING026,4,11.37,12,272.83,305.57,12-Nov-21
GEMER P1 TAB 10 S,130,92.86,1,10-07-2023,GTC1543A,4,3.71,12,89.15,99.85,12-Nov-21
DICAL-D TAB,136,92.2,1,10-06-2023,SIC2062A,4,3.69,18,88.51,104.45,12-Nov-21
VELOZ 40 TAB,160,114.29,1,10-01-2023,WBVZB003,4,4.57,12,109.72,122.88,12-Nov-21
TELSAR- H TAB 15 SA,234,167.14,2,11-02-2022,2C45H002,4,13.37,12,320.91,359.41,12-Nov-21
DERIPHYLLIN- M TAB 10 SF,174.35,124.53,1,10-05-2023,GZD21015,4,4.98,12,119.55,133.89,12-Nov-21
ZONAT DROP 5ML,124,89.45,2,10-02-2022,ZN2004,1.96,3.51,12,175.39,196.43,12-Nov-21
FLOXIN-20 TAB 10 SBN,44.24,31.6,2,11-02-2023,OM-7468,1.96,1.24,12,61.96,69.4,12-Nov-21
BROMHEXINE ELIXIR 120ML,107.65,76.89,1,11-02-2022,AY100001R,2,1.54,12,75.35,84.39,12-Nov-21
SERADIC-P 10TAB,108.2,77.29,5.5,01-10-2022,SA1TB012,2,8.5,12,416.6,466.6,12-Nov-21
FLUNARIN-10MG TAB 10 SB,49,35,3,10-06-2024,071G021,2,2.1,12,102.9,115.24,12-Nov-21
METROGYL 400MG TAB 15 S,21.5,16.55,12,10-07-2025,TMS21168,0,0,12,198.6,222.44,12-Nov-21
NICARDIA-RETARD 20 15 S,53.01,37.87,2,10-07-2024,AKG21027,0,0,12,75.74,84.82,12-Nov-21
TELMIKIND-20MG 10 S,21.51,15.36,3,10-03-2023,E3ALU023,0,0,12,46.08,51.6,12-Nov-21
AMLOKIND-AT TAB,40.65,29.04,11,10-04-2023,G6IAU195,0,0,12,319.44,357.78,12-Nov-21
AMLOKIND 5 TAB,20,14.29,10,10-06-2024,G5IAU078,0,0,12,142.9,160.04,12-Nov-21
FUSIGEN OINT 10GM,85.8,61.29,1,10-05-2023,GF03000B,0,0,12,61.29,68.65,12-Nov-21
AZITHRAL 100MG SYP 15ML,46.3,33.07,2,10-08-2023,2108001386,0,0,12,66.14,74.08,12-Nov-21
ETIZOLA 0.5 TAB,88.5,63.22,5,10-04-2024,TEC21006A,0,0,12,316.1,354.04,12-Nov-21
MACTOR-ASP-75 CAP 10 SF,40.5,28.93,3,11-01-2022,TF21F187,0,0,12,86.79,97.21,12-Nov-21
LULIFIN CREAM 30GM,379,270.71,1,10-04-2023,SXC0910A,0,0,12,270.71,303.19,12-Nov-21
DYDROFEM-10 TAB,550,392.86,1,10-06-2023,ELG9AA1021,0,0,12,392.86,440,12-Nov-21
SILOFAST D8 CAP 10 S,461.54,329.67,1,10-01-2023,SGUC0017,0,0,12,329.67,369.23,12-Nov-21
ETRIK MR,246.8,176.29,1,10-04-2023,2108000606,0,0,12,176.29,197.45,12-Nov-21
MONTAIR-LC TAB,305.86,218.47,2,10-06-2023,SN11248,0,0,12,436.94,489.38,12-Nov-21
ALTRADAY CAP 10 SF,120,85.71,2,10-01-2023,SIC2229A,0,0,12,171.42,192,12-Nov-21
DIOF DS SYP 60ML,64.9,48.68,1,10-04-2023,Z06AR21010,0,0,12,48.68,54.52,12-Nov-21
TELMA 20 TAB 30 S,122.68,87.63,1,10-04-2024,18210421,0,0,12,87.63,98.15,12-Nov-21
LULIFIN CREAM 10GM,168,120,1,10-05-2023,SXC1160A,0,0,12,120,134.4,12-Nov-21
TIOVA INHALER,539.84,385.6,1,10-04-2023,BA11550,0,0,12,385.6,431.88,12-Nov-21
ROSUVAS-40 TAB 10 SA,560,400,1,10-06-2023,SIC0269A,0,0,12,400,448,12-Nov-21
STORVAS-20 TAB,223.7,159.79,1,10-01-2024,SIC2126A,0,0,12,159.79,178.97,12-Nov-21
SOFRAMYCIN CREAM 30GM,50.33,35.96,3,11-02-2023,E1134,2,2.16,12,105.72,118.4,12-Nov-21
PROHANCE D VANILA 400GM,675,482.14,1,01-10-2022,ZRY0185,2,9.64,12,472.5,529.2,12-Nov-21
FERTISURE-M TAB 10 SBM,323,218.98,2,01-10-2022,NFY0050,2,8.76,18,429.2,506.46,12-Nov-21
BETADINE LOTION 100ML,104.16,78.12,2,10-08-2023,PK0431,2,3.12,12,153.12,171.5,12-Nov-21
PAUSE 500mg TAB 10 SA,182.78,139.26,1,10-05-2025,EL16CQ21017,2,2.79,5,136.47,143.29,12-Nov-21
HIFENAC-SR TAB 10 SA,82,58.57,1,10-04-2024,N2101357,2,1.17,12,57.4,64.28,12-Nov-21
ALEX LOZENGES***,99,70.71,1,10-01-2024,73210005,2,1.41,12,69.3,77.62,12-Nov-21
RABONIK- DSR CAP 15 S,181.18,129.41,1,11-02-2023,GRBN21005,2,2.59,12,126.82,142.04,12-Nov-21
IPRO SYRUP 200ML,180,135,1,10-02-2023,ON909,2,2.7,12,132.3,148.18,12-Nov-21
JUSTOZA-10 TAB,99,70.71,1,10-06-2023,F2HQU006,2,1.41,12,69.3,77.62,12-Nov-21
PAN-D CAP 15 S,190,135.71,10,10-08-2023,21442802,2,27.14,12,1329.96,1489.56,12-Nov-21
DAPEFY-10 TAB,350,250,1,11-01-2022,SIC1770C,2,5,12,245,274.4,12-Nov-21
CREMAFIN PLUS LIQ. 225ML,246.12,175.8,1,10-09-2024,340562D7,2,3.52,12,172.28,192.96,12-Nov-21
THYRONORM-75 TAB 120 S,174.29,124.49,1,10-05-2023,AEG1928,2,2.49,12,122,136.64,12-Nov-21
MIXTARD 30 HM PENFILL 3ML,350.9,280.72,1,10-06-2023,LR77E46,2,5.61,5,275.11,288.87,12-Nov-21
MCBM-69 TAB 15 SF,165,117.86,2,10-04-2023,MAB1EB7,2,4.71,12,231.01,258.73,12-Nov-21
TIDE-10 TAB 10 SBOX,53.75,38.39,2,10-02-2023,2892H002,2,1.54,12,75.24,84.26,12-Nov-21
LANTUS CARTRIDGE 3ML,722.54,578.03,2,10-02-2024,1F895AHA,2,23.12,5,1132.94,1189.58,12-Nov-21
AZTOR-5 TAB,95.75,68.39,2,10-08-2023,SIC2383A,2,2.74,12,134.04,150.12,12-Nov-21
SYNAPTOL SR 450 TAB,325,232.14,3,10-03-2023,GKC0604A,2,13.93,12,682.49,764.39,12-Nov-21
JANUMET 50/1000 15 S,415,296.43,2,10-03-2023,8791000A,2,11.86,12,581,650.72,12-Nov-21
GLIMESTAR-PM 1 TAB 10 S,89.9,64.21,3,10-05-2023,F1AFU0017,2,3.85,12,188.78,211.44,12-Nov-21
GABAPIN NT TAB 15 S,428,305.71,1,10-05-2024,K2101240,2,6.11,12,299.6,335.56,12-Nov-21
NUHENZ TAB,245,175,3,10-01-2023,D221046,2,10.5,12,514.5,576.24,12-Nov-21
OSTOSHINE TAB,714,484.07,3,10-03-2023,SWY0007,2,29.04,18,1423.17,1679.35,12-Nov-21
COSCOPIN PAED. SYP 50ML,70.06,50.04,1,11-01-2023,D2102421,2,1,12,49.04,54.92,12-Nov-21
ZITOTEC 200 TAB 4 S,75.54,53.24,4,11-02-2022,GKB0427A,2,4.26,12,208.7,233.74,12-Nov-21
SOLVIN NASAL SPRAY 20ML,56,40,5,10-08-2024,2109040,2,4,12,196,219.52,12-Nov-21
UGESIC-20 TAB 10 S,126,90,1,10-08-2023,193U2108,2,1.8,12,88.2,98.78,12-Nov-21
TELDAWN H TAB,85,60.71,1,10-04-2023,TF21079,2,1.21,12,59.5,66.64,12-Nov-21
NEVLON MOIST. SOAP 75GM,130,88.14,1,10-02-2022,N-01NS,2,1.76,18,86.38,101.92,12-Nov-21
SOFIBAR SYNDET BAR,155,105.08,1,10-07-2023,SS0521,2,2.1,18,102.98,121.52,12-Nov-21
KLM D3 NANO DROP 15ML,87.5,62.5,2,10-07-2023,KL01H21,2,2.5,12,122.5,137.2,12-Nov-21
SINAREST AF SYP 60ML,86,61.43,1,10-08-2023,AA027,2,1.23,12,60.2,67.42,12-Nov-21
LACTOGEN (1) 450GM,360,279.89,3,,0,0,0,18,839.67,990.81,12-Nov-21
NAN EXCELLA PRO1 400GM,750,583.11,2,,0,0,0,18,1166.22,1376.14,12-Nov-21
CERELAC S-2(RICE-VEG) 300GM,245,190.48,1,,0,0,0,18,190.48,224.76,12-Nov-21
CERELAC S-4(M/GR.DAL VEG),279,216.92,1,,0,0,0,18,216.92,255.96,12-Nov-21
CERELAC S-4(M/GR.DAL VEG),279,216.92,1,,0,0,0,18,216.92,255.96,12-Nov-21
ZOAMET NASAL DROP 10ML,70,50,1,11-02-2023,K1003,4,2,12,48,53.76,12-Nov-21
TIGATEL H 80 TAB,149.52,106.8,1,01-10-2022,SIC1316A,4,4.27,12,102.53,114.83,12-Nov-21
PEDIASURE 7 PLUS(CHOKO) 400GM,395,304.62,1,10-02-2023,321742UH,0,0,18,304.62,359.46,12-Nov-21
REMYLIN AX TAB,199,142.14,2,10-01-2023,GRAX21014,4,11.37,12,272.91,305.65,12-Nov-21
PROBLAST YUVA TAB,164.89,117.78,1,11-01-2022,TTP20041,4,4.71,12,113.07,126.63,12-Nov-21
BONEVA PRO TAB,199,142.14,5,10-01-2023,LT-A5008,4,28.43,12,682.27,764.15,12-Nov-21
IRBAN OD 10 TAB,250,178.57,1,10-01-2023,U100369,4,7.14,12,171.43,192.01,12-Nov-21
RELEDOL GEL 30GM,175.72,125.52,1,10-02-2023,IM03,4,5.02,12,120.5,134.96,12-Nov-21
GLYROVA CV TAB,156,109.82,1,10-07-2023,RT210861B,4,4.39,12,105.43,118.09,12-Nov-21
PROTHIADEN M-50 TAB,238.16,170.11,1,10-05-2023,ADG0126,4,6.8,12,163.31,182.91,12-Nov-21
ONABET CREAM 30GM,347,247.86,1,10-09-2022,34201288,4,9.91,12,237.95,266.51,12-Nov-21
XPECT-LS SYP 100ML,97.5,69.64,1,10-08-2023,21490427,4,2.79,12,66.85,74.87,12-Nov-21
ENSURE VANILA-400GM,560,422.37,1,10-02-2023,32058MN2,0,0,18,422.37,498.39,12-Nov-21
DENTOGEL 15ML,95,67.86,1,10-01-2024,DCL2HC4A,4,2.71,12,65.15,72.97,12-Nov-21
TELEFIX-40 TAB,40.2,28.71,1,10-05-2023,TFE2103,4,1.15,12,27.56,30.86,12-Nov-21
V-TOTAL TAB,105,75,1,11-01-2022,2116120AR,4,3,12,72,80.64,12-Nov-21
MELZAP-1MD TAB 10 SBP,47.4,33.86,2,10-06-2023,21441873,4,2.71,12,65.01,72.81,12-Nov-21
CANDID EAR DROP 10ML,80,57.14,1,01-10-2023,11201911,4,2.29,12,54.85,61.43,12-Nov-21
AUGMENTIN 375 TAB,229,163.57,1,10-03-2023,MB233,4,6.54,12,157.03,175.87,12-Nov-21
TOBA EYE DROPS 5ML,115,87.62,1,10-04-2023,GTC0928A,4,3.5,5,84.12,88.32,12-Nov-21
LEVOLIN SYP 100ML,24.22,17.3,4,10-08-2023,A610325,4,2.77,12,66.43,74.41,13-Nov-21
ATARAX 10MG TAB 15 S,43.56,31.11,5,10-06-2024,EMV210930,4,6.22,12,149.33,167.25,13-Nov-21
GLYCIPHAGE PG2 TAB,181.3,129.5,1,10-01-2023,IA21003,4,5.18,12,124.32,139.24,13-Nov-21
BECADEXAMIN CAP 30 S,42.2,31.65,2,10-09-2022,BG934,4,2.53,12,60.77,68.07,13-Nov-21
GLIMESTAR-PM 2 TAB 10 S,109.89,78.46,1,11-02-2022,D2IAU005,4,3.14,12,75.32,84.36,13-Nov-21
MIKACIN INJ 500mg 2ML,99.95,76.16,1,11-02-2023,BLA210042,4,3.05,5,73.11,76.77,13-Nov-21
CLAVAM 375MG TAB 10 S,199,142.14,1,10-01-2023,21442630,2,2.84,12,139.3,156.02,13-Nov-21
CLOP-G CREAM 25GM,29.4,21,1,10-05-2023,1102607,2,0.42,12,20.58,23.04,13-Nov-21
CPINK DROP 15ML,90.31,64.51,1,10-08-2023,CDC1012,2,1.29,12,63.22,70.8,13-Nov-21
P-650 TAB 10 S,20.61,14.72,10,10-05-2024,PSTSS21022,2,2.94,12,144.26,161.58,13-Nov-21
SOFIDEW BABY MASSAGE OIL 100ML,190,128.81,1,10-04-2023,DC107,2,2.58,18,126.23,148.95,13-Nov-21
TETMOSOL SOAP 75GM,84,56.96,2,10-07-2023,TTFB017,2,2.28,18,111.64,131.74,13-Nov-21
TRINEXOVAS-40 TAB,248,177.14,2,10-03-2023,TTI21002A,2,7.09,12,347.19,388.85,13-Nov-21
ZYDIP-C CREAM 20GM,120,85.71,1,10-04-2023,BD103,2,1.71,12,84,94.08,13-Nov-21
CALPOL 650 TAB 15 S,30.91,22.08,50,10-06-2024,ED208,4,44.16,12,1059.84,1187.02,13-Nov-21
SARIDON TAB 10 S,38.53,27.52,21,10-07-2024,MH2599,4,23.12,12,554.8,621.38,13-Nov-21
CHOLIV SYP 200ML,119.88,85.63,1,10-08-2024,CLL1084,4,3.43,12,82.2,92.06,13-Nov-21
CLINDAC- A GEL 15GM,225,171.43,1,10-06-2023,A2046,4,6.86,5,164.57,172.79,13-Nov-21
GLUCONORM-G 1 TAB 15 S,169.4,121,1,10-04-2023,U101125,4,4.84,12,116.16,130.1,13-Nov-21
GLYMED LOTION 100ML,227,162.14,1,11-01-2022,1352,4,6.49,12,155.65,174.33,13-Nov-21
ITONE EYE DROPS 10ML,60,42.86,1,10-06-2024,3342,4,1.71,12,41.15,46.09,13-Nov-21
KETO-4S CREAM,92,65.71,1,10-07-2023,HKT275,4,2.63,12,63.08,70.64,13-Nov-21
LULIFIN CREAM 10GM,159.9,114.21,1,10-03-2023,SXC0661A,4,4.57,12,109.64,122.8,13-Nov-21
TELVAS CT 80 TAB,116,82.86,2,10-07-2023,SPH211274,4,6.63,12,159.09,178.19,13-Nov-21
EDON-D TAB,560,400,1,10-08-2022,TET20001,4,16,12,384,430.08,13-Nov-21
JUBIGLIM M2 FORTE TAB,96.2,68.71,1,10-05-2023,JGB21001,4,2.75,12,65.96,73.88,13-Nov-21
MULTIMUNE SYP 100ML,199,134.91,1,10-04-2022,SL120047,4,5.4,12,129.51,145.05,13-Nov-21
GLYROVA CV TAB,156,109.82,1,10-07-2023,RT210861B,4,4.39,12,105.43,118.09,13-Nov-21
DOZOLAMIDE T EYE DROP 5ML,193,137.86,1,10-08-2023,DOT109030,4,5.51,12,132.35,148.23,13-Nov-21
CILAPAM-H TAB 10 SBOX,149.51,106.79,1,10-07-2023,ARTN-310,4,4.27,12,102.52,114.82,13-Nov-21
OVACARE HD TAB,240,162.71,1,10-09-2022,760SPL2102F,4,6.51,18,156.2,184.32,13-Nov-21
CYTOGARD-20 TAB,119.98,85.7,1,11-01-2022,PCF0718,4,3.43,12,82.27,92.15,13-Nov-21
OBIMET-SR 500 TAB 15 S,32.01,22.86,6,10-06-2023,2G0072,4,5.49,12,131.67,147.47,13-Nov-21
SOTRET-20MG CAP 10 S,295,210.71,1,10-02-2023,PTC4477A,4,8.43,12,202.28,226.56,13-Nov-21
HUMALOG MIX 50 CARTIDGE 3ML,819,655.2,1,10-01-2024,D369773C,4,26.21,5,628.99,660.43,13-Nov-21
SWICH DROP 25MG 10ML,80,57.15,1,11-01-2022,21180755,4,2.29,12,54.86,61.44,13-Nov-21
BDFIX 200MG 10S,105,75,3,10-03-2023,TBD210084F,4,9,12,216,241.92,13-Nov-21
FLEXON-MR TAB 10 S,21.95,15.68,3,10-06-2024,DPG211573,4,1.88,12,45.16,50.58,13-Nov-21
CANDID EAR DROP 10ML,80,57.15,1,01-10-2023,11201911,4,2.29,12,54.86,61.44,13-Nov-21
LINEATOR TAB,662,448.82,1,11-02-2022,LAR2101,3,13.46,18,435.36,513.72,13-Nov-21
OLMEDOX 40 TAB,109.33,78.1,3,10-05-2023,XFT103,3,7.03,12,227.27,254.55,13-Nov-21
CERVIFERT T 10 TAB,289,195.93,1,10-01-2023,ASAR79,3,5.88,18,190.05,224.25,13-Nov-21
SWIFTGEL 30GM,103,73.57,1,10-07-2023,DH2115,3,2.21,12,71.36,79.92,13-Nov-21
F-TIN 20MG 10 S,44.46,31.76,1,10-01-2023,P-8570,3,0.95,12,30.81,34.51,13-Nov-21
MACSART-40 10TAB,28.83,20.59,3,10-07-2023,KMM21014A,3,1.85,12,59.92,67.12,13-Nov-21
BIMAT LS DROP 3ML,222,158.57,1,10-05-2023,GTO381F,3,4.76,12,153.81,172.27,13-Nov-21
FERIKIND TAB 10 SF,104.67,74.76,1,10-04-2023,A5BEU011,3,2.24,12,72.52,81.22,13-Nov-21
ENTROFLORA CAP 10 SF,212,143.73,1,10-09-2022,ETC21004,3,4.31,18,139.42,164.52,13-Nov-21
OMEBAC-D TAB,150,107.14,1,10-07-2023,TC21-125A,2,2.14,12,105,117.6,13-Nov-21
TENLIP M TAB,202.75,144.82,1,10-04-2023,21S2GTA576,2,2.9,12,141.92,158.96,13-Nov-21
FUDIC CREAM 10GM,102.32,73.09,1,10-08-2023,HC056,2,1.46,12,71.63,80.23,13-Nov-21
TENDO STRONG CAP,264,178.98,1,10-04-2022,AK5681,2,3.58,18,175.4,206.98,13-Nov-21
KLCLAV DS 30ML,145,103.57,2,10-01-2023,MWXAB23,2,4.14,12,203,227.36,13-Nov-21
PYRIGESIC 650 TAB,30.91,22.08,5,10-07-2024,1135,2,2.21,12,108.19,121.17,13-Nov-21
FOLVITE TAB 45 SBY,69.14,53.21,7,01-10-2022,FA9863,2,7.45,12,365.02,408.82,13-Nov-21
XL-80LS SYP 100ML,90,64.29,1,10-05-2023,LXL041002,2,1.29,12,63,70.56,13-Nov-21
CHERICOF SYP(S) 60ML,70,50,1,10-09-2023,SXC1981A,2,1,12,49,54.88,13-Nov-21
CEPODEM-100 TAB 10 S,131,93.57,1,10-06-2022,AB63651,2,1.87,12,91.7,102.7,13-Nov-21
MONTEMAC A TAB,176,125.71,1,11-01-2022,20ASGTB71,2,2.51,12,123.2,137.98,13-Nov-21
DYTOR-PLUS 10 TAB 15 SB,81.19,57.99,2,10-06-2023,SB10770,2,2.32,12,113.66,127.3,13-Nov-21
METROGYL-ER TAB 10 S,56.57,40.41,1,10-06-2023,G6E21028,2,0.81,12,39.6,44.36,13-Nov-21
URIBID TAB 15 S,201,143.57,1,10-03-2024,K2100637,2,2.87,12,140.7,157.58,13-Nov-21
CLOBA-10MG TAB,142.12,101.51,1,10-05-2024,N2101621,2,2.03,12,99.48,111.42,13-Nov-21
TVS 10MG TAB 10 SA,59.75,42.68,1,10-05-2024,15T21T04,2,0.85,12,41.83,46.85,13-Nov-21
TONOFERON PEAD SYP 100ML,100,71.43,1,10-07-2022,1036,2,1.43,12,70,78.4,13-Nov-21
COMBIMIST L RESPIC CAP***,99,70.71,4,10-01-2023,1101720,2,5.66,12,277.18,310.44,13-Nov-21
COMBIMIST L RESPIC CAP***,108,77.14,2,10-06-2023,1103142,2,3.09,12,151.19,169.33,13-Nov-21
TELDAWN H TAB,85,60.71,1,10-04-2023,TF21079,2,1.21,12,59.5,66.64,13-Nov-21
GENTEAL EYE DROP 10 ML.,200,142.88,1,10-02-2023,7P10,2,2.86,12,140.02,156.82,13-Nov-21
KENZ SOAP,135,91.53,1,10-07-2023,C5-047,2,1.83,18,89.7,105.84,13-Nov-21
CARTIGEN PRO TAB,550,372.88,1,10-03-2023,CARY21019,2,7.46,18,365.42,431.2,13-Nov-21
DIGENE GEL MINT 450ML,198.23,141.59,1,10-06-2023,DAC21011,2,2.83,12,138.76,155.42,13-Nov-21
DIGENE GEL ORANGE 400ML,180.3,135.93,1,10-04-2023,DAC21008,2,2.72,12,133.21,149.19,13-Nov-21
RA THERMOSEAL 100gm,115.5,82.5,1,10-07-2024,O10456,2,1.65,12,80.85,90.55,13-Nov-21
AMITRYN-10 TAB,75.9,56.93,3,10-04-2024,A252103,2,3.42,12,167.37,187.45,13-Nov-21
GLYCIPHAGE G2 TAB 10 S,102.09,72.92,2,01-10-2023,IA21016,2,2.92,12,142.92,160.08,13-Nov-21
CHYMORAL-BR TAB 10 SBM,247.8,177,1,10-05-2023,21SSGTA783,2,3.54,12,173.46,194.28,13-Nov-21
LOBATE- S OINTMENT 30GM,182.43,130.31,1,10-06-2023,SB008,4,5.21,12,125.1,140.12,13-Nov-21
ACNICIN GEL 15GM,193.8,138.43,2,10-08-2023,EC1013004,4,11.07,12,265.79,297.69,13-Nov-21
SUMO L 650 ER TAB,30.9,22.07,1,10-05-2024,21441569,4,0.88,12,21.19,23.73,13-Nov-21
CADIPAN 25K CAP,163.5,116.78,1,10-05-2023,CN21038,4,4.67,12,112.11,125.57,13-Nov-21
FORACORT 1 RESPULES 2ML,74.43,53.16,8,11-02-2022,SA11791,4,17.01,12,408.27,457.27,13-Nov-21
ATOCOR-F TAB,390.75,279.1,1,10-04-2023,AF210502,4,11.16,12,267.94,300.1,13-Nov-21
OLSERTAIN AM TAB,186,132.86,1,10-06-2023,G21OAA007,4,5.31,12,127.55,142.85,13-Nov-21
SENQUEL-AD MOUTH WASH 100ML,73.75,52.68,1,10-06-2023,BSD1024,4,2.11,12,50.57,56.63,13-Nov-21
AUDIOVIT SOFTGEL CAP,259,175.59,1,10-09-2022,TF21026B,4,7.02,18,168.57,198.91,13-Nov-21
ENCARMIN SYP 200ML,140,94.92,1,10-01-2023,LEC21012,4,3.8,18,91.12,107.52,13-Nov-21
FRONVITA TAB,179,128.88,2,10-08-2022,AMS-092868,4,10.31,18,247.45,291.99,13-Nov-21
OLMARK-A20 10TAB,142,101.43,2,11-02-2022,N210127,4,8.11,12,194.75,218.13,13-Nov-21
CILACAR T 20/40 TAB,147.15,105.11,1,10-06-2023,N2421008,4,4.2,12,100.91,113.01,13-Nov-21
NICARDIA XL 60 TAB,180.85,129.19,2,10-06-2023,PNN21005,4,10.34,12,248.04,277.8,13-Nov-21
SUNSHINE D3 DROP 30ML,98,66.44,1,11-02-2022,WDA72,4,2.66,18,63.78,75.26,13-Nov-21
PICLIN SYP 150ML,167,119.29,5.5,10-06-2023,P2ATU003,4,26.24,12,629.86,705.44,13-Nov-21
TERBITOTAL TAB 7 S,79.75,56.97,2,10-06-2023,KTE21002A,4,4.56,12,109.38,122.5,13-Nov-21
TELMED-40 TAB 10 SF,71.15,50.82,2,10-04-2024,E10747,4,4.07,12,97.57,109.27,13-Nov-21
DOMPAN-FORTE TAB 10 SF,120,85.71,5,10-07-2023,E11126,4,17.14,12,411.41,460.77,13-Nov-21
SPORIDEX DROPS 10ML,75,53.57,1,10-01-2023,DFC3101A,4,2.14,12,51.43,57.61,13-Nov-21
I-WIN 200 TAB,279,199.29,1,10-01-2023,RGY0032,4,7.97,12,191.32,214.28,13-Nov-21
DEPURA CAL 10,159.7,114.07,3,01-10-2022,C12114,4,13.69,12,328.52,367.94,13-Nov-21
DAFLON-500MG TAB 10 SBM,137.5,98.21,1,10-05-2024,AT292108,4,3.93,12,94.28,105.6,13-Nov-21
DAFLON-1000MG TAB 10 SBM,220,157.14,2,10-04-2024,AT232105,4,12.57,12,301.71,337.91,13-Nov-21
CORBIS-5 TAB,92.5,66.07,1,10-07-2023,BM0221003,4,2.64,12,63.43,71.05,13-Nov-21
ECOSPRIN-GOLD 10 TAB 15 S,108.5,81.38,1,11-02-2022,APH21062,4,3.26,12,78.12,87.5,13-Nov-21
UDIHEP FORTE TAB 10 SBW,420,320,1,10-03-2023,D0251,4,12.8,5,307.2,322.56,13-Nov-21
AZULIX-2 TAB 10 SBW,63.5,45.36,2,10-02-2023,2Y66H001,5,4.54,12,86.18,96.52,13-Nov-21
ELTROXIN 25MG 120 S,172.72,123.37,2,10-09-2022,KG8P,5,12.34,12,234.4,262.52,13-Nov-21
FORACORT 400 INHALER,411.26,293.76,1,10-07-2024,SN11623,5,14.69,12,279.07,312.55,13-Nov-21
GLYCOMET SR 500 TAB,43.01,30.72,2,10-06-2023,28022251,5,3.07,12,58.37,65.37,13-Nov-21
HEPA-MARZ TAB 10 SBOX,201,143.57,2,10-07-2023,PJ0701,5,14.36,12,272.78,305.52,13-Nov-21
JALRA-50 TAB 14 S,300,214.28,1,10-04-2023,BRB05086A,5,10.71,12,203.57,227.99,13-Nov-21
MOX CLAV 625MG 10 S,201.66,144.04,5,10-07-2023,DFC2843A,5,36.01,12,684.19,766.29,13-Nov-21
REFRESH LIQUIGEL 10ML,198.8,153.02,1,10-05-2023,94153,5,7.65,12,145.37,162.81,13-Nov-21
REPACE-50 TAB 10 S,72,51.43,4,10-04-2024,SIC1425A,5,10.29,12,195.43,218.89,13-Nov-21
ROZAVEL 5MG 10 S TAB,99,70.71,2,10-09-2023,SIC1156A,5,7.07,12,134.35,150.47,13-Nov-21
TAXIM O 200 TAB 10 S,107.72,76.94,1,10-06-2023,21181071,5,3.85,12,73.09,81.87,13-Nov-21
TAXIM O 200 TAB 10 S,107.72,76.94,2,10-05-2023,21880793,5,7.69,12,146.19,163.73,13-Nov-21
TELMA 20 TAB 30 S,122.68,87.63,1,10-07-2024,18210718,5,4.38,12,83.25,93.25,13-Nov-21
THYRONORM-75 TAB 120 S,174.29,124.49,1,10-04-2023,AEG1590,5,6.22,12,118.27,132.47,13-Nov-21
THYROX 75 TAB 100 S,145.25,103.75,1,10-05-2023,MTC2130A,5,5.19,12,98.56,110.38,13-Nov-21
URISPAS TAB 15 S,377.56,269.77,2,10-03-2023,TUR-1758,5,26.98,12,512.56,574.06,13-Nov-21
VERTIN 16 TAB 15 S,268.89,192.06,1,10-05-2024,RBIB21010,5,9.6,12,182.46,204.36,13-Nov-21
URIMAX-D TAB 15 S,525.74,375.53,2,10-07-2023,GH10601,2,15.02,12,736.04,824.36,15-Nov-21
FOURTS- B DROP 15ML,64,43.39,3,10-09-2022,AKFD2107,2,2.6,18,127.57,150.53,15-Nov-21
DYTOR-5 TAB 15 SBW,59.29,42.35,2,10-06-2024,SN11252,2,1.69,12,83.01,92.97,15-Nov-21
MONTAIR-4 TAB,183,130.71,1,10-03-2024,SN10605,2,2.61,12,128.1,143.48,15-Nov-21
INSUGEN 30/70 40IU 10ML,157.7,126.16,1,10-04-2024,V20ITF1002,2,2.52,5,123.64,129.82,15-Nov-21
CYRA-D CAP 10 SF,43,30.71,3,10-06-2023,3CD0190,2,1.84,12,90.29,101.13,15-Nov-21
NEXPRO RD 40 CAP 10 SF,154.45,110.32,3,10-03-2023,RF1321029,2,6.62,12,324.34,363.26,15-Nov-21
GABANTIN FORTE TAB 10SF,189,135,3,10-07-2022,GTC1298S,2,8.1,12,396.9,444.52,15-Nov-21
METATIME-500 XR TAB,20.66,14.76,3,10-05-2023,F7AFU007,2,0.89,12,43.39,48.59,15-Nov-21
PIVASTA-4 TAB,238,170,1,10-02-2023,BEV1057,2,3.4,12,166.6,186.6,15-Nov-21
HHCEFI-200 TAB,97.3,69.5,1,10-06-2023,CT-0382A,2,1.39,12,68.11,76.29,15-Nov-21
BETADINE LOTION 100ML,104.16,78.12,2,10-08-2023,PK0441,1.96,3.06,12,153.18,171.56,15-Nov-21
NERVIKIK OD CAP,165,111.86,1,10-01-2023,EFC-2331,1.96,2.19,18,109.67,129.41,15-Nov-21
